df_moo_index,hp_x0,hp_x1,hp_x2,hp_x3,hp_x4,hp_x5,metric_valid_error,metric_train_error,metric_runtime,metric_elapsed_time,metric_latency,metric_flops,metric_params,pred_metric_flops,pred_metric_latency,pred_metric_runtime,pred_metric_valid_error
10942,nor_conv_1x1,skip_connect,skip_connect,skip_connect,nor_conv_1x1,skip_connect,0.0991,0.04974,13.876682,2775.3406,0.013065373,15.64737,0.129306,15.620365620646139,0.01428025978742613,13.674014801070523,0.111215614
14087,none,skip_connect,skip_connect,nor_conv_1x1,skip_connect,skip_connect,0.111,0.03564,10.126159,2025.2258,0.011604065,11.71521,0.101306,11.058033014730032,0.011908253921939248,10.072486214278188,0.107387155
11695,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect,none,avg_pool_3x3,0.0849,0.0045,19.768023,3953.6106,0.01874323,19.57953,0.157306,19.662397413375743,0.017530984359832177,19.74158655428748,0.088007696
10313,nor_conv_1x1,nor_conv_3x3,skip_connect,skip_connect,skip_connect,nor_conv_1x1,0.0641,0.00094,18.605896,3721.188,0.017086176,51.03681,0.372346,50.639043889331745,0.01677734096734864,18.800324622660405,0.06816702
10198,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,skip_connect,none,nor_conv_1x1,0.0595,0.00058,23.224464,4644.889,0.019745369,86.42625,0.615386,86.45748173349656,0.019661856076847967,24.164085093316807,0.059787225
9121,skip_connect,none,skip_connect,none,none,nor_conv_3x3,0.077,0.00232,11.814368,2362.8735,0.012418081,43.17249,0.316346,43.70322157959418,0.012811722177178108,11.897088685040597,0.0959409
9117,skip_connect,none,skip_connect,none,nor_conv_1x1,skip_connect,0.1075,0.03592,10.570597,2114.116,0.011898315,11.71521,0.101306,11.796084870299488,0.01235902029252332,10.550830579101024,0.09296477
13187,none,nor_conv_3x3,avg_pool_3x3,skip_connect,skip_connect,skip_connect,0.0765,0.00278,13.100308,2620.0647,0.0120463595,43.17249,0.316346,43.02426760323695,0.01235413456167018,13.291821102045976,0.083732024
4727,nor_conv_3x3,skip_connect,skip_connect,none,avg_pool_3x3,skip_connect,0.0848,0.00344,13.538541,2707.7112,0.011784517,43.17249,0.316346,42.6167893876791,0.012134896971637018,13.380258076875691,0.08985596
8988,skip_connect,none,nor_conv_3x3,none,skip_connect,nor_conv_1x1,0.065,0.00108,15.562217,3112.448,0.015668588,47.10465,0.344346,45.6970327688112,0.015155931198533413,15.43352799979476,0.07102772
10306,nor_conv_1x1,nor_conv_3x3,skip_connect,skip_connect,nor_conv_3x3,nor_conv_3x3,0.0557,0.0002,24.07939,4815.8784,0.018792307,117.88353,0.830426,118.89400561858933,0.01906930847935542,24.84764648606542,0.062029682
4739,nor_conv_3x3,skip_connect,skip_connect,none,skip_connect,none,0.0799,0.00262,11.590668,2318.1355,0.012225851,78.56193,0.559386,53.505598128347664,0.012375855026783825,11.655177322689871,0.081152566
14698,none,nor_conv_1x1,skip_connect,skip_connect,none,nor_conv_1x1,0.0913,0.01284,13.630711,2726.1404,0.014893186,15.64737,0.129306,15.700607324626098,0.015184879857271504,14.607980740284939,0.095341094
7862,skip_connect,skip_connect,skip_connect,none,skip_connect,skip_connect,0.3005,0.29078,6.656083,1331.218,0.008865197,7.78305,0.073306,7.448680888003264,0.008646862179567557,6.413090162853682,0.29699257
5193,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_1x1,nor_conv_1x1,0.0561,0.00028,28.325249,5665.0415,0.020770688,90.35841,0.643386,90.56878142733129,0.021276119573913583,27.617492273422073,0.058174282
10929,nor_conv_1x1,skip_connect,skip_connect,skip_connect,avg_pool_3x3,none,0.1039,0.02522,12.089252,2417.8513,0.012009244,11.71521,0.101306,11.133382019897825,0.012150798275527293,12.079434746228266,0.10000193
12178,nor_conv_1x1,none,skip_connect,skip_connect,avg_pool_3x3,nor_conv_1x1,0.094050005,0.01308,16.054808,3210.953,0.014479841,15.64737,0.129306,15.571575931436435,0.014943257115609862,15.86405231860167,0.09673189
5441,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_3x3,0.0571,0.0005,28.177427,5635.478,0.021076314,90.35841,0.643386,90.42970523841477,0.021244324237502665,27.620911412436453,0.061312575
3573,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,none,nor_conv_1x1,0.0639,0.00092,21.912493,4382.509,0.01738007,51.03681,0.372346,50.87694692341997,0.017587616639950118,21.67178633650552,0.07226991
13687,none,nor_conv_3x3,none,skip_connect,skip_connect,skip_connect,0.0815,0.00224,11.606982,2321.3918,0.012216844,43.17249,0.316346,42.91353545111896,0.012471687863560463,11.56131555525382,0.07791971
7867,skip_connect,skip_connect,skip_connect,none,nor_conv_1x1,skip_connect,0.1237,0.08732,10.305098,2061.0159,0.0113023035,11.71521,0.101306,11.551481212362837,0.011856966508600521,10.136052614394181,0.12349732
7798,skip_connect,skip_connect,skip_connect,nor_conv_3x3,none,nor_conv_1x1,0.0746,0.00214,15.022955,3004.59,0.014839001,47.10465,0.344346,47.13860375612199,0.014852066070153403,15.061022762782768,0.076869614
12437,nor_conv_1x1,none,none,skip_connect,skip_connect,skip_connect,0.1011,0.03696,10.631346,2126.2693,0.012293416,11.71521,0.101306,11.69086510774857,0.012347831781250474,10.48866682138075,0.10266806
6192,nor_conv_3x3,none,none,skip_connect,nor_conv_1x1,skip_connect,0.0693,0.00072,15.571502,3114.3035,0.01562595,47.10465,0.344346,46.988396858572344,0.01523240052065843,15.483618215591862,0.068500675
12189,nor_conv_1x1,none,skip_connect,skip_connect,skip_connect,none,0.103,0.03488,10.800688,2160.1345,0.011960915,15.64737,0.129306,14.119180485754715,0.012310471211298503,10.582209758270087,0.10405672
10985,nor_conv_1x1,skip_connect,skip_connect,none,skip_connect,avg_pool_3x3,0.1157,0.02361,11.339227,2267.8442,0.011511376,11.71521,0.101306,11.42715482846311,0.012160045067507775,12.037858074738942,0.12777443
5808,nor_conv_3x3,none,nor_conv_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,0.060599998,0.00026,24.77172,4954.337,0.018185468,117.88353,0.830426,117.89712829844619,0.019581833513212993,25.322719505431337,0.058190826
9629,nor_conv_1x1,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,none,0.1291,0.0267,15.98735,3197.4646,0.011265118,11.71521,0.101306,11.402816857852002,0.012594586933261043,16.293847274259615,0.12845455
14112,none,skip_connect,skip_connect,none,skip_connect,skip_connect,0.133,0.1007,6.859967,1371.9954,0.00886555,7.78305,0.073306,7.139874850335474,0.009179107929574565,6.699505483576501,0.14175005
11550,nor_conv_1x1,nor_conv_1x1,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,0.0975,0.02241,17.320168,3464.0273,0.014115494,15.64737,0.129306,15.923823784647222,0.014717763012607708,17.386988959272482,0.09422383
7861,skip_connect,skip_connect,skip_connect,none,skip_connect,nor_conv_3x3,0.0828,0.00208,11.456279,2291.2585,0.012289502,43.17249,0.316346,43.86155197494099,0.011979063501611523,11.34706939348353,0.0821497
10684,nor_conv_1x1,skip_connect,avg_pool_3x3,skip_connect,nor_conv_3x3,none,0.07445,0.00125,17.731974,3546.3896,0.01421957,47.10465,0.344346,46.82133271834101,0.015224653149949485,17.35342346450902,0.07540343
13814,none,skip_connect,avg_pool_3x3,skip_connect,skip_connect,none,0.1313,0.09892,8.35239,1670.4816,0.009336396,7.78305,0.073306,7.089227920922236,0.009445398420879152,8.772419692761975,0.13992947
5813,nor_conv_3x3,none,nor_conv_3x3,skip_connect,skip_connect,nor_conv_1x1,0.0622,0.00054,20.676756,4135.351,0.016862178,82.49409,0.587386,82.01189358197915,0.01732380774482625,20.2113165686741,0.06451075
12312,nor_conv_1x1,none,nor_conv_1x1,skip_connect,skip_connect,skip_connect,0.096,0.01982,14.239122,2847.82,0.014177758,15.64737,0.129306,15.539528907496358,0.0146906272458522,13.924190508964747,0.09115036
1559,avg_pool_3x3,skip_connect,skip_connect,skip_connect,nor_conv_3x3,none,0.1037,0.01206,13.132723,2626.547,0.011805427,43.17249,0.316346,42.21403482815364,0.012362030287747554,13.575499670749052,0.10065888
6180,nor_conv_3x3,none,none,skip_connect,nor_conv_3x3,avg_pool_3x3,0.0631,0.00022,18.37305,3674.6096,0.01393555,78.56193,0.559386,78.37578506863753,0.015248530626876063,18.738525396493735,0.06330576
7747,skip_connect,skip_connect,nor_conv_3x3,none,none,skip_connect,0.0785,0.00208,11.55251,2310.4993,0.01239958,43.17249,0.316346,43.653960617351395,0.012320156008181878,11.668250798811153,0.073864885
4196,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,none,nor_conv_3x3,0.05955,0.00024,25.057447,5011.491,0.018211946,117.88353,0.830426,117.05448596222259,0.019560350407444936,25.361737250645167,0.058339454
11810,nor_conv_1x1,nor_conv_1x1,none,skip_connect,skip_connect,avg_pool_3x3,0.0951,0.01836,15.849201,3169.837,0.01438933,15.64737,0.129306,15.787121857877327,0.015039048251175583,15.893357452347749,0.09800118
13186,none,nor_conv_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_3x3,0.0624,0.00026,19.205378,3841.0676,0.015109257,78.56193,0.559386,78.39484599823662,0.0151277436911791,18.748907219042724,0.0634765
5928,nor_conv_3x3,none,skip_connect,skip_connect,avg_pool_3x3,nor_conv_1x1,0.0676,0.00086,16.352058,3270.4104,0.014764606,47.10465,0.344346,46.63953343504843,0.014979087898333378,17.032331427457358,0.072673306
11426,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,0.0611,0.00038,25.886705,5177.3433,0.019444512,86.42625,0.615386,86.72285234964643,0.01934053567149485,25.602383078161452,0.062286355
12320,nor_conv_1x1,none,nor_conv_1x1,skip_connect,none,avg_pool_3x3,0.0907,0.00576,16.270695,3254.1465,0.014983086,15.64737,0.129306,15.679081771147729,0.015412974004695424,16.261349398386095,0.09109822
9679,nor_conv_1x1,avg_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,none,0.102850005,0.02474,14.465766,2893.1597,0.0120368665,11.71521,0.101306,11.075868246442063,0.012406911972155175,14.333191327983055,0.10182543
5066,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,0.0583,0.0004,26.806791,5361.3564,0.018778734,86.42625,0.615386,86.24415251670064,0.019238442839492168,26.029041173457863,0.061196428
4746,nor_conv_3x3,skip_connect,skip_connect,none,none,nor_conv_3x3,0.0736,0.00124,16.928768,3385.7458,0.014082336,78.56193,0.559386,77.93444747625287,0.015137034365778854,16.59993952538665,0.06979604
11441,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,0.0574,0.00018,28.148167,5629.6245,0.021333348,90.35841,0.643386,90.15271601498665,0.021274827475432193,27.55740855727458,0.059503715
6311,skip_connect,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_3x3,0.1206,0.06952,15.576321,3115.268,0.011415146,43.17249,0.316346,44.05001069209368,0.011982761481457651,15.649898608413842,0.117424965
14437,none,nor_conv_1x1,avg_pool_3x3,skip_connect,skip_connect,skip_connect,0.1074,0.0371,12.116571,2423.3115,0.011782739,11.71521,0.101306,11.586311909675384,0.012259705238758264,12.15462235406011,0.1051224
10727,nor_conv_1x1,skip_connect,avg_pool_3x3,none,avg_pool_3x3,skip_connect,0.098,0.02466,13.975617,2795.1206,0.012288927,11.71521,0.101306,11.552765907429581,0.012288663174261657,14.16410684942145,0.115298785
3443,nor_conv_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_1x1,nor_conv_1x1,0.0646,0.00068,21.37952,4275.914,0.016642844,51.03681,0.372346,50.42086931559015,0.017142523297186626,20.96714120626927,0.06701738
5987,nor_conv_3x3,none,skip_connect,none,skip_connect,skip_connect,0.0802,0.00172,11.470415,2294.0874,0.012840939,43.17249,0.316346,45.24671824888133,0.012274306843573198,11.700617961837812,0.07848638
11685,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect,skip_connect,avg_pool_3x3,0.0903,0.00636,19.410328,3882.0703,0.01622692,19.57953,0.157306,19.85880294407023,0.01702210717427955,19.41853358902575,0.092961706
7238,skip_connect,nor_conv_3x3,skip_connect,none,skip_connect,nor_conv_1x1,0.0714,0.00128,14.976294,2995.2627,0.014946047,47.10465,0.344346,47.04860890507781,0.014820062025025367,15.289409077251705,0.07581551
7574,skip_connect,skip_connect,avg_pool_3x3,skip_connect,none,none,0.1307,0.09974,8.374021,1674.8046,0.009609079,7.78305,0.073306,7.4738380073274335,0.00945799775920742,8.678812108624488,0.14244999
15312,none,none,skip_connect,skip_connect,skip_connect,skip_connect,0.133,0.1007,6.805175,1361.035,0.009235933,7.78305,0.073306,6.8846512679991,0.009219214064819719,6.794855069875522,0.13904658
4317,nor_conv_3x3,nor_conv_3x3,none,skip_connect,nor_conv_1x1,skip_connect,0.0621,0.00056,19.989279,3997.8523,0.01730001,82.49409,0.587386,83.00012681029092,0.017331971902334334,20.124975753387957,0.06425508
7196,skip_connect,nor_conv_3x3,skip_connect,skip_connect,none,nor_conv_3x3,0.0651,0.0003,16.532537,3306.5056,0.015319853,78.56193,0.559386,78.85351736229765,0.0147430984696989,16.309221941282612,0.0687914
8089,skip_connect,skip_connect,none,nor_conv_1x1,skip_connect,none,0.1054,0.03512,9.799129,1959.8207,0.012261916,11.71521,0.101306,11.593440183715996,0.012370472521020246,10.530900631605626,0.10582332
7836,skip_connect,skip_connect,skip_connect,nor_conv_1x1,skip_connect,nor_conv_3x3,0.0758,0.00206,14.980661,2996.1387,0.014330411,47.10465,0.344346,47.683341671868035,0.014454298806253396,14.749721525412987,0.08007329
11562,nor_conv_1x1,nor_conv_1x1,skip_connect,skip_connect,skip_connect,skip_connect,0.098,0.03492,13.837316,2767.4658,0.014204744,15.64737,0.129306,15.22796848804098,0.014258619399280527,13.700448108840995,0.0995559
6184,nor_conv_3x3,none,none,skip_connect,nor_conv_3x3,none,0.06305,0.00031,16.90062,3380.1267,0.015994988,78.56193,0.559386,77.71436347109265,0.015715335716560565,16.962641243025697,0.061276287
7801,skip_connect,skip_connect,skip_connect,skip_connect,avg_pool_3x3,nor_conv_3x3,0.1169,0.0592,12.76345,2552.6865,0.01144604,43.17249,0.316346,43.48758215667586,0.011777362638684775,13.067572700278252,0.12193153
15310,none,none,skip_connect,skip_connect,skip_connect,avg_pool_3x3,0.1362,0.10182,8.63604,1727.2043,0.008825939,7.78305,0.073306,7.012975645256221,0.00955258046747348,8.68090362757391,0.14098926
