df_moo_index,hp_x0,hp_x1,hp_x2,hp_x3,hp_x4,hp_x5,metric_valid_error,metric_train_error,metric_runtime,metric_elapsed_time,metric_latency,metric_flops,metric_params,pred_metric_flops,pred_metric_latency,pred_metric_runtime,pred_metric_valid_error
13687,none,nor_conv_3x3,none,skip_connect,skip_connect,skip_connect,0.0815,0.00224,11.606982,2321.3918,0.012216844,43.17249,0.316346,42.91353545111896,0.012471687863560463,11.56131555525382,0.07791971
7867,skip_connect,skip_connect,skip_connect,none,nor_conv_1x1,skip_connect,0.1237,0.08732,10.305098,2061.0159,0.0113023035,11.71521,0.101306,11.551481212362837,0.011856966508600521,10.136052614394181,0.12349732
12437,nor_conv_1x1,none,none,skip_connect,skip_connect,skip_connect,0.1011,0.03696,10.631346,2126.2693,0.012293416,11.71521,0.101306,11.69086510774857,0.012347831781250474,10.48866682138075,0.10266806
6192,nor_conv_3x3,none,none,skip_connect,nor_conv_1x1,skip_connect,0.0693,0.00072,15.571502,3114.3035,0.01562595,47.10465,0.344346,46.988396858572344,0.01523240052065843,15.483618215591862,0.068500675
15552,none,none,none,skip_connect,avg_pool_3x3,skip_connect,0.1313,0.09892,8.820506,1764.1046,0.010042145,7.78305,0.073306,7.799221866302352,0.00990802050614657,8.872271381309229,0.12715504
5808,nor_conv_3x3,none,nor_conv_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,0.060599998,0.00026,24.77172,4954.337,0.018185468,117.88353,0.830426,117.89712829844619,0.019581833513212993,25.322719505431337,0.058190826
14112,none,skip_connect,skip_connect,none,skip_connect,skip_connect,0.133,0.1007,6.859967,1371.9954,0.00886555,7.78305,0.073306,7.139874850335474,0.009179107929574565,6.699505483576501,0.14175005
7861,skip_connect,skip_connect,skip_connect,none,skip_connect,nor_conv_3x3,0.0828,0.00208,11.456279,2291.2585,0.012289502,43.17249,0.316346,43.86155197494099,0.011979063501611523,11.34706939348353,0.0821497
12312,nor_conv_1x1,none,nor_conv_1x1,skip_connect,skip_connect,skip_connect,0.096,0.01982,14.239122,2847.82,0.014177758,15.64737,0.129306,15.539528907496358,0.0146906272458522,13.924190508964747,0.09115036
4306,nor_conv_3x3,nor_conv_3x3,none,skip_connect,nor_conv_3x3,nor_conv_3x3,0.0575,0.00026,26.289526,5257.909,0.019049311,149.3408,1.045466,149.59570939911615,0.01922898720808283,26.36662845217802,0.05876988
6180,nor_conv_3x3,none,none,skip_connect,nor_conv_3x3,avg_pool_3x3,0.0631,0.00022,18.37305,3674.6096,0.01393555,78.56193,0.559386,78.37578506863753,0.015248530626876063,18.738525396493735,0.06330576
7747,skip_connect,skip_connect,nor_conv_3x3,none,none,skip_connect,0.0785,0.00208,11.55251,2310.4993,0.01239958,43.17249,0.316346,43.653960617351395,0.012320156008181878,11.668250798811153,0.073864885
4196,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,none,nor_conv_3x3,0.05955,0.00024,25.057447,5011.491,0.018211946,117.88353,0.830426,117.05448596222259,0.019560350407444936,25.361737250645167,0.058339454
13186,none,nor_conv_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_3x3,0.0624,0.00026,19.205378,3841.0676,0.015109257,78.56193,0.559386,78.39484599823662,0.0151277436911791,18.748907219042724,0.0634765
5928,nor_conv_3x3,none,skip_connect,skip_connect,avg_pool_3x3,nor_conv_1x1,0.0676,0.00086,16.352058,3270.4104,0.014764606,47.10465,0.344346,46.63953343504843,0.014979087898333378,17.032331427457358,0.072673306
12320,nor_conv_1x1,none,nor_conv_1x1,skip_connect,none,avg_pool_3x3,0.0907,0.00576,16.270695,3254.1465,0.014983086,15.64737,0.129306,15.679081771147729,0.015412974004695424,16.261349398386095,0.09109822
9679,nor_conv_1x1,avg_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,none,0.102850005,0.02474,14.465766,2893.1597,0.0120368665,11.71521,0.101306,11.075868246442063,0.012406911972155175,14.333191327983055,0.10182543
4746,nor_conv_3x3,skip_connect,skip_connect,none,none,nor_conv_3x3,0.0736,0.00124,16.928768,3385.7458,0.014082336,78.56193,0.559386,77.93444747625287,0.015137034365778854,16.59993952538665,0.06979604
11441,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,0.0574,0.00018,28.148167,5629.6245,0.021333348,90.35841,0.643386,90.15271601498665,0.021274827475432193,27.55740855727458,0.059503715
3443,nor_conv_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_1x1,nor_conv_1x1,0.0646,0.00068,21.37952,4275.914,0.016642844,51.03681,0.372346,50.42086931559015,0.017142523297186626,20.96714120626927,0.06701738
12310,nor_conv_1x1,none,nor_conv_1x1,skip_connect,skip_connect,avg_pool_3x3,0.095699996,0.00877,16.11182,3222.3635,0.014468541,15.64737,0.129306,15.867979503276404,0.014998386609174462,15.943064961996788,0.08988644
5987,nor_conv_3x3,none,skip_connect,none,skip_connect,skip_connect,0.0802,0.00172,11.470415,2294.0874,0.012840939,43.17249,0.316346,45.24671824888133,0.012274306843573198,11.700617961837812,0.07848638
15312,none,none,skip_connect,skip_connect,skip_connect,skip_connect,0.133,0.1007,6.805175,1361.035,0.009235933,7.78305,0.073306,6.8846512679991,0.009219214064819719,6.794855069875522,0.13904658
7196,skip_connect,nor_conv_3x3,skip_connect,skip_connect,none,nor_conv_3x3,0.0651,0.0003,16.532537,3306.5056,0.015319853,78.56193,0.559386,78.85351736229765,0.0147430984696989,16.309221941282612,0.0687914
8089,skip_connect,skip_connect,none,nor_conv_1x1,skip_connect,none,0.1054,0.03512,9.799129,1959.8207,0.012261916,11.71521,0.101306,11.593440183715996,0.012370472521020246,10.530900631605626,0.10582332
6184,nor_conv_3x3,none,none,skip_connect,nor_conv_3x3,none,0.06305,0.00031,16.90062,3380.1267,0.015994988,78.56193,0.559386,77.71436347109265,0.015715335716560565,16.962641243025697,0.061276287
