hp_x0,hp_x1,hp_x2,hp_x3,hp_x4,hp_x5,metric_valid_error,metric_train_error,metric_runtime,metric_elapsed_time,metric_latency,metric_flops,metric_params
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,0.5341,0.5346,14.137953,2827.5884,0.008903949,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,0.2192,0.17622,18.412199,3682.4329,0.012864618,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,0.2602,0.23544,14.721363,2944.2742,0.009646732,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,0.29075,0.27651,19.472641,3894.531,0.01300301,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,0.1554,0.05074,23.614563,4722.9097,0.014112661,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,0.2822,0.26372,17.429604,3485.9258,0.012284354,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,0.1659,0.06964,22.199623,4439.932,0.014673785,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,0.1712,0.07,18.63325,3726.657,0.012461555,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,0.4633,0.47168,16.001389,3200.281,0.010570093,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,0.1685,0.05384,20.320667,4064.1233,0.013026866,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,0.4346,0.42806,14.398178,2879.6382,0.009703321,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,0.1934,0.09442,19.04938,3809.8733,0.01277803,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,0.2377,0.19866,15.816482,3163.2935,0.010227842,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,0.1751,0.1549,21.979277,4395.8535,0.0127319535,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,0.0978,0.00904,24.605265,4921.055,0.0145634385,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,0.21435,0.19281,19.412619,3882.5203,0.011314429,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,0.0975,0.01008,23.408495,4681.698,0.01489266,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,0.0971,0.00754,19.65529,3931.0554,0.012314084,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,0.1222,0.06692,24.765202,4953.035,0.014407036,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,0.0859,0.00472,28.319712,5663.956,0.018104926,113.95137,0.802426
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect,0.1248,0.06422,21.770842,4354.1626,0.0156306,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,0.0858,0.00436,27.620747,5524.149,0.01711522,82.49409,0.587386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,none,0.078,0.00298,24.343006,4868.5957,0.015372964,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3,0.20025,0.17824,18.803772,3760.7456,0.012383131,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,0.0868,0.00368,23.56137,4712.272,0.015321708,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,skip_connect,0.1897,0.1654,17.259892,3451.9875,0.012300217,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_1x1,0.0873,0.00342,22.189577,4437.9243,0.01555406,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,none,0.0849,0.0041,18.70952,3741.8977,0.013193855,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,0.1327,0.07728,23.27797,4655.5986,0.013962524,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,0.0821,0.00396,26.85565,5371.124,0.018823454,82.49409,0.587386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,0.1272,0.07656,21.366266,4273.245,0.014599202,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,0.0882,0.00498,25.279469,5055.8916,0.01736283,51.03681,0.372346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,none,0.07955,0.0027899998,22.442108,4488.423,0.016596574,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,avg_pool_3x3,0.1294,0.07894,19.2581,3851.614,0.012431637,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3,0.0828,0.00304,24.329226,4865.851,0.015388339,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,skip_connect,0.1329,0.07374,17.010963,3402.1963,0.012847634,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,nor_conv_1x1,0.0839,0.00312,23.159115,4631.8276,0.015390559,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,none,0.0781,0.00238,19.101118,3820.2175,0.012892345,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,0.4944,0.4991,15.864198,3172.8477,0.009179351,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,0.1469,0.09264,19.657969,3931.592,0.01276558,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,skip_connect,0.4766,0.46896,13.600991,2720.2002,0.009205062,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_1x1,0.1511,0.11598,18.138195,3627.637,0.011573478,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,none,0.2076,0.1907,15.331566,3066.3096,0.0103257615,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,0.2702,0.25668,18.665726,3733.1511,0.012162344,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,0.1034,0.01146,22.968273,4593.653,0.014678904,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,skip_connect,0.2637,0.24856,17.555412,3511.0837,0.012004137,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,0.1014,0.01464,22.214434,4442.8804,0.0148658445,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,none,0.1017,0.01248,18.300674,3660.1428,0.012768598,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,0.485,0.47796,14.243735,2848.7444,0.009303499,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_3x3,0.1333,0.07982,18.09644,3619.2874,0.011561969,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,skip_connect,0.4732,0.46634,11.975479,2395.0967,0.00915845,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_1x1,0.14445001,0.10675,16.22825,3245.6533,0.0116516445,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,none,0.1916,0.16967,12.616495,2523.2952,0.009934118,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,avg_pool_3x3,0.2878,0.26845,18.132603,3626.5164,0.012157083,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,0.1034,0.01524,21.496113,4299.2197,0.0141110355,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,skip_connect,0.2776,0.25674,15.713478,3142.6907,0.012301353,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_1x1,0.1153,0.03326,20.361492,4072.3047,0.012841692,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,none,0.1161,0.03602,16.879078,3375.8186,0.012794912,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,avg_pool_3x3,0.4335,0.4262,14.609746,2921.9556,0.009756514,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,nor_conv_3x3,0.1056,0.01604,18.42483,3684.962,0.012715202,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,skip_connect,0.4039,0.40076,11.597962,2319.5962,0.008913231,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,nor_conv_1x1,0.117699996,0.03746,16.561594,3312.3162,0.012034231,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,none,0.1345,0.10002,13.811139,2762.2244,0.009614229,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,0.2286,0.20706,19.221165,3844.2373,0.0123915775,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,0.1042,0.0172,23.973677,4794.729,0.014885215,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,0.2216,0.20032,16.936113,3387.2188,0.0125729125,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,0.1144,0.02424,22.738222,4547.6533,0.014662759,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,none,0.1152,0.02794,18.24551,3649.1082,0.012588821,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,0.1356,0.09418,23.114704,4622.947,0.014674306,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,0.089,0.00998,27.854935,5570.9937,0.016641129,82.49409,0.587386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,0.13174999,0.08329,21.357979,4271.591,0.014434746,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,0.085,0.00932,26.478683,5295.7334,0.017042844,51.03681,0.372346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,none,0.0844,0.00692,22.529911,4505.99,0.015465125,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,0.2218,0.20186001,17.157005,3431.3975,0.01141972,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,0.10005,0.00837,22.442646,4488.5303,0.014902212,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,skip_connect,0.2271,0.20752,15.227109,3045.4143,0.011481669,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,0.1048,0.01632,20.67369,4134.729,0.014283467,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,none,0.1116,0.02084,17.09728,3419.448,0.012496597,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,0.1523,0.11588,21.654903,4330.9688,0.015352763,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,0.09005,0.00966,25.610846,5122.1685,0.01814313,51.03681,0.372346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,0.1421,0.09692,19.434671,3886.9263,0.014808631,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,0.0979,0.01958,25.126772,5025.3584,0.017340124,19.57953,0.157306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,none,0.0994,0.02188,21.03175,4206.348,0.014868186,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,avg_pool_3x3,0.1591,0.11812,17.57871,3515.736,0.012563125,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,nor_conv_3x3,0.0879,0.00864,22.840939,4568.175,0.015473022,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,skip_connect,0.146,0.1026,16.09549,3219.0928,0.012417273,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,nor_conv_1x1,0.0973,0.01866,20.944849,4188.966,0.014510675,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,none,0.1115,0.05062,17.13407,3426.8096,0.012427509,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,avg_pool_3x3,0.4839,0.48034,16.60955,3321.9124,0.0092930915,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,0.1924,0.09118,20.853258,4170.6533,0.012242446,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,skip_connect,0.4419,0.4333,14.22354,2844.7102,0.0096448185,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,nor_conv_1x1,0.2106,0.11998,18.513977,3702.7866,0.013122233,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,none,0.3142,0.27318,15.395858,3079.1658,0.010311614,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,avg_pool_3x3,0.1885,0.15164,19.50588,3901.1726,0.012911198,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_3x3,0.1498,0.0681,23.268267,4653.6543,0.014057922,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,skip_connect,0.1752,0.13372,17.168505,3433.6948,0.012734341,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_1x1,0.1555,0.06746,21.917315,4383.4595,0.015310311,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,none,0.1606,0.06778,18.587248,3717.4426,0.013512201,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,avg_pool_3x3,0.4858,0.48162,14.595096,2919.026,0.009769382,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,nor_conv_3x3,0.1629,0.05392,17.894632,3578.9194,0.012800688,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,skip_connect,0.4362,0.4332,12.006351,2401.2698,0.009957568,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,nor_conv_1x1,0.1959,0.09526,16.827927,3365.5796,0.011965499,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,none,0.2421,0.19218,13.426154,2685.2354,0.010049004,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,0.2303,0.2036,18.389557,3677.917,0.012751049,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,nor_conv_3x3,0.1588,0.062,21.967747,4393.5537,0.01580163,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,skip_connect,0.2008,0.16948,15.833412,3166.6865,0.012519765,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,nor_conv_1x1,0.18825,0.09865,21.380077,4276.0205,0.014481476,15.64737,0.129306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,none,0.19545001,0.10761,17.339033,3467.8108,0.013032568,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,avg_pool_3x3,0.3721,0.35112,14.754427,2950.882,0.010384509,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,nor_conv_3x3,0.1726,0.09302,19.173506,3834.7065,0.013206993,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,skip_connect,0.2913,0.26394,12.338921,2467.7783,0.009836765,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,nor_conv_1x1,0.232,0.15055999,17.723202,3544.6323,0.013198473,11.71521,0.101306
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,none,0.9,0.9,14.103851,2820.7686,0.010118274,7.78305,0.073306
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,0.285,0.27634,21.773838,4354.776,0.012382593,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,0.1479,0.09906,24.378466,4875.686,0.015359512,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,0.2603,0.24574,18.691225,3738.2424,0.012084715,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,0.1618,0.11116,23.669079,4733.8213,0.014885825,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,none,0.2994,0.26522,19.37993,3875.9797,0.013208481,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,0.17975,0.14140001,24.10645,4821.2896,0.015158768,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,0.1283,0.00964,28.71609,5743.2275,0.01607329,113.95137,0.802426
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,0.1736,0.13356,22.846632,4569.333,0.014967199,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,0.13145,0.0109,26.221395,5244.2744,0.015597545,82.49409,0.587386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,none,0.1536,0.0418,23.043201,4608.6367,0.015935177,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,0.2792,0.26094,19.801552,3960.3052,0.012535089,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,0.1517,0.09466,22.161879,4432.377,0.015093948,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,skip_connect,0.2367,0.22554,17.273157,3454.6357,0.012335862,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,0.161,0.1077,21.71555,4343.112,0.014989088,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,none,0.263,0.23868999,17.282639,3456.532,0.013370344,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,0.19334999,0.15878,23.001045,4600.2036,0.015383595,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,0.1365,0.00986,26.312166,5262.4326,0.016830472,82.49409,0.587386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,0.1704,0.13178,21.111837,4222.3643,0.0141565325,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,0.1413,0.01128,25.103334,5020.671,0.017061481,51.03681,0.372346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,none,0.1778,0.07672,21.54982,4309.9614,0.015519296,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,avg_pool_3x3,0.1914,0.15426001,19.447363,3889.4653,0.011737434,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,nor_conv_3x3,0.1273,0.00966,22.770096,4554.012,0.015664242,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,skip_connect,0.1727,0.13107,17.538357,3507.667,0.01243343,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,nor_conv_1x1,0.1411,0.0118,21.43913,4287.8306,0.015857711,47.10465,0.344346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,none,0.24185,0.19187,18.112707,3622.5474,0.013599261,43.17249,0.316346
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,0.1291,0.06984,24.073738,4814.7466,0.015289142,78.56193,0.559386
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,0.0934,0.0034,27.514193,5502.834,0.017289579,113.95137,0.802426
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,0.1288,0.0614,21.839087,4367.8184,0.014588218,78.56193,0.559386
